num_rooms,num_people,housearea,is_ac,is_tv,is_flat,ave_monthly_income,num_children,is_urban,amount_paid
3,4,878.4,0,1,0,25774.32,1,1,75.2664391875
1,2,795.15,0,1,1,26411.26,1,1,94.035767125
3,6,693.03,1,1,1,28093.23,2,1,116.7597165
2,1,984.8,0,1,0,24249.31,2,1,85.93251585
0,5,591.87,0,1,1,20541.51,1,1,74.91627855
0,6,803.83,0,1,0,25585.89,2,1,75.7863452125
4,5,627.4,1,1,1,23288.42,1,1,92.3666894875
4,5,695.95,1,1,1,19703.61,2,1,120.217739675
0,3,698.83,0,0,0,13817.63,0,0,12.19301881
2,4,1106.99,0,1,0,10691.95,1,1,73.490238475
1,5,702.04,0,0,0,31462.81,1,1,60.8282471125
3,6,695.68,0,0,1,24977.27,0,0,21.9859118875
-1,5,806.5,1,1,0,10799.59,0,0,56.2815996875
2,4,1111.85,1,1,1,30600.54,1,1,106.5054662125
1,3,966.98,1,1,0,13996.33,0,0,64.401245275
3,7,696.91,0,0,1,14380.37,1,0,49.161928
3,3,720.13,1,0,1,49294.85,2,0,88.449911925
1,5,793.79,1,1,0,26738.67,1,1,109.2889083875
2,2,830.26,0,1,0,16432.02,1,1,76.435721475
5,5,1016.56,0,1,0,31100.16,1,1,80.02546815
3,5,775.72,0,1,0,18999.34,3,1,93.9671874625
1,2,977.21,1,1,1,20664.1,0,1,83.3298395875
3,1,642.96,0,1,1,13626.5,0,1,82.5219183875
2,6,792.67,1,0,0,46841.59,1,1,79.6394334625
3,3,723.66,1,1,0,8771.54,2,1,107.3737612125
2,5,690.67,1,1,1,39842.83,1,1,108.9316031125
1,5,903.23,1,1,0,20150.28,1,1,95.7247724875
3,8,684.81,1,1,0,24404.43,1,0,76.0476114625
2,3,1004.21,0,0,0,13647.46,0,0,20.87421805
0,2,795.29,1,1,0,36365.17,2,0,83.9853256875
3,3,835.89,1,1,1,14067.73,2,0,83.5647973
3,3,786.47,0,0,0,15641.6,1,1,59.3759783
3,1,714.14,1,1,0,13262.51,0,1,77.1116461625
3,7,699.63,1,1,0,16616.36,2,1,111.8422420125
3,7,1130.5,0,1,0,32998.19,1,0,52.9776347625
1,5,929.73,1,1,1,44518.73,0,0,62.82616335
1,9,834.03,1,0,1,24583.35,1,1,102.590341275
2,6,674.74,1,1,0,36430.8,1,0,60.8714457375
2,6,733.45,0,0,1,20701.74,1,1,89.274828325
0,1,974.21,0,1,1,32363.36,1,0,55.9272594
3,4,941.85,1,1,1,27887.61,2,0,82.2900716875
3,5,732.97,0,1,1,27439.77,1,1,81.6113339875
1,4,663.37,0,1,0,19092.23,1,0,49.1910575125
0,4,699.81,0,0,1,22303.66,1,1,86.003811375
2,2,1136.0,1,0,0,22178.75,1,0,68.8502651875
4,4,1041.18,0,1,0,20060.1,0,1,57.692313125
3,5,773.02,0,0,1,31408.38,2,0,47.337702875
3,5,1084.52,1,1,0,1587.7,1,0,57.0321089
1,5,790.71,0,1,1,37050.82,0,0,45.4173550375
4,4,516.43,1,1,0,20372.66,1,0,58.4240865125
3,6,1057.52,1,1,0,16420.09,1,0,65.715274825
2,2,760.93,0,1,0,17974.11,1,1,72.929760025
2,8,807.56,1,1,0,22984.61,0,1,88.8472992875
2,3,1034.6,0,1,0,28074.6,0,1,58.0745961
2,5,861.43,0,0,1,28405.85,0,1,62.327086475
1,5,900.45,1,0,0,15115.43,1,1,87.7205136125
0,6,737.19,0,1,1,17451.85,3,1,107.75969145
2,4,854.11,0,1,0,25119.88,1,1,69.5467304875
1,3,786.13,0,1,0,28819.69,1,1,65.807396425
2,5,547.37,1,1,1,16397.97,1,0,81.6076250375
2,3,752.63,0,1,1,16120.11,2,0,65.4863498875
2,4,699.42,0,1,0,24008.13,0,1,59.09080595
1,4,705.27,0,0,1,32894.0,1,1,81.885515225
2,5,924.54,0,1,0,15145.56,2,0,57.3520752
2,6,862.53,0,1,1,36313.84,1,0,53.82868495
2,7,687.45,0,1,1,19574.41,0,1,69.84403635
0,5,928.69,0,1,0,26182.2,0,1,78.0865356625
2,8,1018.86,1,1,1,13611.22,2,1,120.2094992375
3,7,786.75,0,1,1,41083.05,1,1,88.3351697875
1,2,924.05,1,0,1,11499.93,1,0,67.5095182
3,5,579.46,1,1,0,37876.75,0,1,85.3443671375
3,5,831.08,0,1,0,10099.02,1,0,53.568915625
2,4,717.39,1,1,1,19565.61,1,0,59.15086325
3,4,640.71,1,1,0,41718.43,1,0,71.6127055
4,6,691.92,1,0,1,7902.71,1,1,93.2229685
1,4,893.34,0,0,1,37558.92,1,0,54.2890637125
1,7,904.79,1,1,0,29416.5,0,1,99.21124645
1,5,699.25,1,1,0,28249.71,2,1,117.660690175
3,7,643.43,1,1,0,12380.29,0,1,93.648313725
2,9,1113.99,1,1,0,28093.77,2,0,76.160992575
1,5,735.06,0,1,0,29839.01,0,0,44.6248145875
1,3,808.19,0,1,0,28898.87,0,1,63.61572015
1,4,755.02,0,1,1,34067.78,2,1,87.1165103375
0,2,764.65,1,1,0,11027.89,1,1,104.8917362
1,5,571.11,0,1,1,29918.34,2,0,70.1557186
1,6,986.3,0,1,1,28032.2,0,0,54.3609140875
2,5,726.25,1,1,0,29213.75,0,1,98.8850325875
0,9,856.15,0,1,0,26546.13,1,1,69.4158680375
3,8,698.03,0,0,0,28833.16,0,1,67.4673784
1,5,846.64,1,1,1,13971.01,2,1,120.30949255
3,4,679.48,0,1,0,42422.59,2,1,96.9690676625
3,1,767.12,1,1,0,24635.02,1,0,63.8989293875
3,5,650.6,0,1,0,23861.79,0,1,67.882788975
3,5,758.62,0,1,0,28484.97,1,0,35.2591322125
2,6,849.08,0,1,1,25230.29,2,0,68.9462944125
2,4,784.79,0,1,1,25128.15,2,1,88.6677762125
3,6,733.48,0,1,0,22880.75,1,0,36.215936
4,8,607.15,1,1,1,40047.03,1,1,110.5857806125
2,7,652.57,0,1,0,25566.98,1,1,82.5259844625
3,2,695.3,0,1,0,28278.67,0,1,66.8810183
1,5,874.65,1,1,1,20070.34,1,1,102.9381662875
2,4,717.42,0,0,0,18993.48,2,1,74.4059408625
1,4,778.09,0,1,0,31208.61,1,1,85.615499225
2,7,932.1,0,1,1,24188.14,2,0,62.41624535
1,4,622.28,0,0,0,27825.25,1,0,43.1159954375
2,4,755.57,0,1,1,19598.82,1,1,84.9079000875
1,5,869.58,0,1,1,13976.87,0,1,68.14956625
1,4,630.91,0,0,1,29720.86,0,1,62.6813143125
1,5,761.19,1,0,1,31943.79,1,1,108.69393615
1,3,886.07,0,1,1,22982.15,1,0,56.048254075
3,7,867.73,0,1,0,23413.83,0,0,33.3186696875
1,4,883.64,1,1,1,39365.49,1,1,96.4873269125
4,5,870.48,0,1,1,38274.33,0,0,50.194212125
2,5,1024.0,1,1,0,23140.23,1,1,99.855193975
2,5,716.73,0,1,1,51.85,1,0,44.993562175
2,6,578.78,0,1,0,35741.32,2,1,86.409414375
1,5,602.68,0,0,1,18477.49,1,0,45.6237024375
0,6,892.43,1,1,1,21027.82,1,1,90.9210715375
3,5,1064.88,1,1,1,20596.74,0,1,95.886638875
0,4,963.1,1,1,0,20828.59,3,1,123.337189575
1,5,824.09,0,1,1,32799.66,0,1,73.6954138625
1,5,1032.83,1,1,1,34453.53,1,1,98.4411792
3,4,675.74,1,1,0,21394.01,1,1,108.6567890125
1,3,956.4,1,1,0,13342.48,2,0,63.2574080125
2,9,835.64,0,1,0,19603.28,0,1,61.0235757375
1,5,689.15,0,1,1,30570.0,2,1,105.1393524625
2,5,875.28,0,1,0,28512.28,2,1,87.477493625
3,2,750.75,0,1,1,17242.08,1,1,74.033926025
3,6,751.4,0,0,1,21288.94,2,1,100.7290842125
2,2,852.38,0,1,0,25600.11,2,0,49.4818639
1,4,677.17,0,0,0,22290.57,2,1,71.57789165
3,3,1027.08,0,0,0,13333.28,1,0,27.255795475
2,1,967.37,0,1,0,28745.23,2,1,84.0214574375
1,4,688.61,1,1,0,4994.76,0,1,95.4956266
3,6,770.58,0,0,0,11919.18,1,1,77.3444224875
0,3,649.56,1,1,0,24884.65,0,1,81.6263324
2,4,811.69,0,1,1,39518.02,2,0,62.3942667
2,4,766.01,1,1,1,16610.41,0,1,91.234643575
4,6,893.72,0,1,1,24822.96,0,0,47.0565024875
2,5,750.74,0,1,0,29119.48,1,1,70.8713874125
1,5,841.03,1,1,0,28153.11,3,0,99.8943174625
2,4,1015.02,0,1,0,37069.58,0,1,69.2832272875
2,8,825.89,1,1,0,31592.5,0,1,94.3411585
2,5,753.92,0,1,1,13236.41,1,1,85.927758275
0,7,703.67,0,1,1,26051.29,1,1,85.853273725
3,8,711.82,0,1,1,19788.33,1,1,84.800195225
4,3,732.57,0,0,1,23679.47,0,1,70.0358900125
3,2,864.51,0,1,1,25012.42,0,1,60.104085575
3,4,724.01,0,0,0,34647.94,1,1,64.6446761875
3,0,747.69,0,1,1,26251.25,2,1,94.7891777
4,5,757.58,0,1,0,18735.41,3,1,89.40775555
2,6,669.82,1,1,1,13241.11,1,1,103.3821533
2,4,511.18,0,0,1,24732.64,0,1,51.621102725
1,5,390.65,1,1,1,21047.34,3,1,123.004847525
3,6,665.16,1,1,0,19141.79,1,1,92.303121475
2,7,944.15,0,1,0,49063.95,1,1,76.3472052
1,3,443.63,0,1,1,20706.53,1,1,89.4552855875
1,2,684.1,1,1,0,28602.42,1,0,63.090976225
2,8,682.47,0,1,0,28083.17,1,1,67.0520157
3,2,729.58,0,1,1,24148.75,3,1,116.8760566875
2,4,1033.89,0,1,1,33497.88,1,1,91.7436951375
1,5,525.89,0,1,0,31088.66,1,0,43.4665234
-1,8,696.99,0,1,1,13396.89,0,0,40.297721575
3,3,761.02,0,0,1,35086.09,1,1,65.0821953625
2,7,746.7,0,1,0,16581.48,0,0,37.554193175
1,6,694.81,0,1,1,31686.0,2,0,70.8310510875
2,6,761.41,1,0,1,34722.1,1,0,52.245571025
3,0,724.04,1,1,0,30385.25,1,1,100.6111404625
4,5,545.39,1,1,0,20700.19,0,0,44.1583257125
4,6,835.63,0,1,0,11469.2,2,1,89.77782045
1,2,1004.55,0,1,1,18973.76,1,0,45.1642352875
3,3,776.97,0,0,1,27194.27,2,1,74.209319325
4,9,770.0,0,1,1,26072.34,0,1,77.7403480875
1,4,834.24,0,1,1,31470.86,1,1,96.9908093
0,5,543.82,0,1,0,21678.79,2,0,59.483693775
2,4,863.94,0,1,1,28760.84,3,1,115.31881215
1,9,1040.6,0,1,1,27620.24,0,0,55.80697375
2,4,989.18,0,0,1,12491.63,0,1,75.651187975
3,5,615.59,1,0,1,27163.95,1,0,63.0609751375
1,4,706.03,1,1,0,24016.9,2,0,78.774642175
3,8,867.52,1,1,1,20593.2,0,0,72.9653819875
4,4,724.42,1,1,1,29061.4,1,1,108.7282461625
3,6,771.15,0,1,0,13999.58,2,0,45.268705875
1,2,883.09,1,1,1,21622.9,1,1,105.370400625
2,6,874.2,0,0,0,36903.03,1,0,49.6124944
2,7,889.54,1,1,0,41049.77,0,0,52.0973195125
1,3,644.34,0,1,0,29411.13,1,0,43.6666321625
3,6,723.02,0,0,1,25843.01,0,0,30.5021586625
3,-1,673.71,0,1,1,30987.64,0,1,63.83640115
3,7,832.49,0,1,0,10054.41,1,0,45.873266175
1,6,896.52,1,1,1,10853.42,0,1,96.115695225
3,1,773.71,0,0,1,16025.37,0,1,50.66076335
2,2,872.1,0,1,1,14693.76,2,1,86.937917025
4,4,751.46,0,1,0,29637.91,2,1,90.1127809
3,3,1118.29,0,1,0,5037.37,1,1,75.75098495
3,3,1007.11,1,1,0,16240.07,1,1,97.418745725
2,4,680.77,0,1,0,33587.08,1,1,64.98762925
1,7,804.29,0,1,0,33096.67,1,1,90.0741284125
2,9,996.07,1,1,0,23587.13,3,0,93.1239137
2,2,767.13,1,1,1,25828.96,1,0,69.008781975
3,5,1189.12,0,1,0,23070.28,0,1,59.227556675
3,8,998.26,0,1,0,13845.18,1,1,89.7016781
2,4,890.88,1,1,0,42381.17,1,0,61.3563255875
2,3,541.84,0,1,0,1220.02,2,1,93.543031275
2,4,871.99,0,0,1,34261.62,1,0,49.66996535
1,6,537.8,1,0,1,14009.7,4,1,135.465861375
1,5,813.13,0,1,0,21015.26,2,1,80.1143800375
2,7,842.86,0,1,1,19564.25,1,1,75.262779325
2,3,971.81,1,1,1,34339.53,3,0,102.7353386875
0,3,872.07,0,1,0,27389.26,2,1,80.1651138125
1,6,769.82,0,1,0,32041.19,0,1,69.675459725
3,8,640.76,1,1,0,18882.26,0,1,93.5415411625
1,6,1129.49,0,1,0,25438.6,3,1,107.7598448375
1,6,523.18,0,1,1,13750.91,0,1,59.2502104
2,5,842.97,0,1,0,16908.09,3,1,100.8116142875
1,4,605.37,0,0,0,20308.74,1,0,42.8913106
1,6,889.07,0,1,0,17023.78,0,0,38.40403555
2,7,1002.39,1,1,1,24347.73,2,1,116.3007274625
3,10,875.56,0,0,1,24743.19,1,1,85.3339761875
2,5,633.56,1,1,1,28722.73,0,0,69.220146475
1,7,691.1,1,1,0,25467.6,1,1,106.93954835
2,5,806.86,0,1,0,25091.68,3,1,100.0521084375
1,5,853.32,1,1,1,42468.81,2,1,121.1548486
2,2,700.66,0,1,0,20510.12,0,1,69.2134735625
2,4,984.69,0,0,0,37668.45,0,1,49.1077507875
3,6,679.75,1,0,0,14771.53,3,1,110.889598875
1,6,865.22,1,1,1,15528.65,0,0,73.06082385
1,4,840.52,0,0,0,41247.78,2,1,80.347591425
1,4,613.78,0,1,0,27295.77,2,1,79.70990395
3,3,905.05,1,0,1,45935.96,1,1,98.373816675
2,7,1047.0,0,1,1,3359.25,0,1,70.39003365
1,2,1091.52,0,0,0,38467.38,2,1,74.98964055
1,6,558.97,0,1,1,26922.51,2,1,108.40142335
1,6,1119.47,0,1,1,16472.94,1,1,89.8940489125
0,2,573.02,0,1,0,26570.86,1,1,67.6385122125
0,4,1109.07,0,1,0,27082.45,2,1,97.48583285
1,6,849.33,0,0,1,21189.48,3,0,60.906467875
2,6,799.96,1,1,1,32253.73,1,1,100.7463725375
3,5,777.46,1,1,0,20678.7,1,0,56.52714705
2,2,984.38,0,1,0,30375.05,2,0,63.22323405
2,4,888.96,0,1,0,22313.49,0,1,79.37936405
1,6,847.09,0,1,1,30523.26,2,0,65.7747458875
3,7,579.13,0,1,1,18816.96,2,0,73.499145825
2,4,768.52,1,0,0,12245.13,0,1,74.3206209
1,5,862.96,0,1,1,30335.85,0,0,29.385986075
2,5,648.93,0,1,0,25351.52,1,1,91.56683335
3,5,894.94,0,1,1,44634.72,0,1,79.5162146625
2,5,961.45,1,1,0,13474.32,0,0,53.4571739875
3,6,877.3,1,1,0,21952.31,2,1,101.3281846
2,1,834.1,0,1,0,20873.18,0,1,53.6032864875
1,5,680.21,0,1,0,30484.49,0,1,61.89754395
3,6,785.44,1,1,0,33992.03,0,0,63.773449175
3,6,844.47,0,1,0,18796.71,0,1,56.304617725
0,5,715.93,0,1,1,20897.96,1,1,80.9929357625
3,1,741.72,0,0,0,30486.35,3,0,67.5642670375
1,6,1056.3,0,1,0,33057.16,2,1,81.3747097875
2,2,775.24,1,0,0,34972.12,1,1,79.412350325
3,6,681.24,0,1,1,16854.39,1,0,48.4492283125
3,7,944.98,1,1,1,23591.03,1,1,100.681037425
2,4,1128.0,0,1,1,37439.39,1,1,80.5180667625
2,6,809.14,0,1,0,11989.09,1,1,71.8283614125
2,7,847.06,1,1,0,31317.85,1,0,80.64771475
2,2,924.05,1,0,0,37.78,0,1,83.6841471
0,4,638.7,0,0,1,22741.98,1,1,75.820592525
3,3,677.62,1,1,0,16189.31,2,0,87.8472969875
1,6,789.43,0,1,1,45243.6,0,1,86.7280808875
1,6,1113.17,0,1,0,22116.9,2,0,50.5103737875
2,2,745.55,0,0,1,14794.44,0,1,51.1044116
3,4,485.29,1,0,0,25695.76,1,0,55.864073775
2,6,968.84,0,1,1,9788.09,1,1,96.0462585
1,6,866.08,1,1,0,12959.37,1,1,97.6904891625
3,10,496.23,0,1,0,15633.05,1,0,56.88115505
1,8,666.17,0,1,1,50110.52,2,1,92.7974768875
2,5,503.2,1,1,0,21514.42,2,1,112.828808
1,2,845.99,0,1,0,18394.7,0,1,71.379984825
2,6,756.78,1,0,0,25382.09,0,0,40.4947097375
2,4,693.64,1,1,0,22786.52,1,1,102.682978675
3,6,1005.53,1,1,0,28894.24,3,1,114.65186045
3,4,882.3,1,1,1,22055.03,0,1,103.2131222125
2,3,876.92,0,1,0,35764.37,1,1,72.68567255
1,6,701.75,0,1,0,17440.23,0,0,36.1547041
3,4,784.66,1,1,0,22990.62,1,0,51.68164965
2,3,808.05,0,1,1,11855.19,0,1,62.9285134875
2,3,653.71,1,1,0,32657.08,0,0,60.7623647625
3,1,593.11,1,0,0,36125.38,0,0,51.5228988125
2,6,503.58,0,1,0,25547.56,3,0,63.64617795
3,10,885.17,1,1,0,40972.21,1,0,63.23980465
2,4,724.91,0,0,1,15450.67,0,1,66.5164512625
3,6,510.57,0,1,1,25751.31,2,0,68.1792397625
1,4,739.46,1,1,0,37974.81,3,0,98.2057665625
2,5,659.68,0,0,1,27161.28,1,1,73.44826945
0,4,591.84,0,1,0,26173.34,1,0,38.17110375
4,7,877.12,0,1,0,38695.89,1,0,42.837617625
3,4,854.5,0,1,1,-1177.42,2,1,86.8169801375
2,6,824.3,0,1,0,33636.63,1,1,86.5543742
2,6,862.32,1,0,0,36173.24,1,1,95.62719315
0,7,775.05,1,0,1,19339.03,1,0,74.2758803875
3,5,717.65,1,1,0,35729.31,0,0,52.0374107375
1,-1,803.67,0,1,1,25087.46,0,1,60.57518925
4,3,812.58,0,1,1,28523.47,0,1,65.398756025
2,1,1010.53,1,0,0,22346.64,2,0,70.879127325
2,6,657.46,0,0,0,40556.07,3,1,90.7167551375
4,4,813.22,0,1,1,17441.35,0,1,66.9756017625
2,4,749.95,0,1,0,48985.24,2,0,59.2928025125
1,7,867.51,0,1,0,34397.74,1,1,81.8363889875
3,4,603.76,0,0,1,27143.19,0,1,54.706831975
2,4,780.69,1,1,0,13472.99,2,1,115.209464625
1,7,889.51,0,1,1,42581.85,2,1,96.416460625
4,6,956.65,1,0,1,22290.71,1,1,89.2395784125
3,3,767.03,0,1,1,13983.43,0,1,83.86139115
3,6,844.71,1,1,1,31825.02,1,1,102.261387825
1,5,1047.23,0,1,0,22144.56,0,1,63.5224144875
2,6,665.98,0,0,0,20282.97,0,1,56.546067325
2,8,761.85,0,1,1,7716.81,3,1,100.0444084375
2,4,923.94,0,1,0,35159.91,2,0,61.0504568
3,6,832.32,1,1,1,18419.07,0,0,59.3784182
3,8,946.75,0,1,0,15911.63,1,1,91.1911409125
4,6,838.62,0,1,0,31661.56,0,0,33.47224395
3,4,895.81,0,1,0,21977.73,2,1,99.6195478375
4,4,996.57,0,0,0,26294.83,0,1,47.077890775
4,5,657.8,1,0,1,27780.65,1,0,61.1670634625
2,9,990.99,1,1,0,22734.82,2,0,86.29891695
2,4,599.81,0,0,0,13762.18,1,0,33.03623045
0,8,811.26,0,1,0,20312.57,1,1,92.7268617125
1,3,991.18,1,1,0,6049.17,0,0,57.280381125
2,10,858.17,1,0,0,13232.88,1,0,54.8574595125
1,9,873.78,0,0,0,12998.57,0,0,32.76686675
3,5,801.2,0,0,1,37571.74,0,0,43.193554975
2,5,802.11,0,1,0,10244.49,2,1,89.0568425875
1,4,663.42,1,0,1,51774.67,2,1,111.8130118125
2,6,748.92,0,0,1,16826.39,1,1,78.0982307625
2,4,759.56,0,1,1,17279.51,1,1,83.5539001625
2,5,975.06,0,1,1,14725.77,0,0,51.40237565
0,10,659.02,0,0,0,9712.83,0,1,51.0950353875
3,5,802.68,0,0,0,27474.05,1,1,61.3294309
2,5,641.03,0,1,0,24266.75,0,1,62.94658165
3,5,901.75,1,0,0,33231.86,1,0,63.7149334
4,5,599.01,0,0,0,28939.04,2,0,54.01696045
1,3,878.66,0,1,0,36984.67,0,0,34.1432525125
0,7,937.42,1,0,1,17018.37,0,1,88.3233621625
3,7,669.21,0,0,0,7597.14,2,1,90.1176428875
2,1,901.34,0,1,0,39718.99,1,0,37.9049832125
2,6,828.78,0,1,0,16265.12,1,1,76.6793538
1,2,972.73,1,0,1,28861.85,0,1,85.1013903625
2,3,693.11,0,1,0,25254.15,2,0,60.2450661875
2,6,881.52,0,1,1,20805.04,1,1,77.744765775
1,4,747.96,0,0,0,32192.83,1,0,26.1446882
1,5,781.8,1,1,0,5681.86,0,0,41.218957425
1,4,897.21,0,0,0,32319.97,2,1,68.8666153875
1,4,926.78,0,1,1,33504.17,0,1,77.07428135
3,3,901.47,1,1,1,19740.48,1,1,90.0884849
2,5,838.58,0,1,1,25174.6,0,1,80.4098451625
2,7,801.08,0,1,0,25772.23,3,1,92.4095698
4,3,770.08,0,1,0,22386.58,2,1,89.2603220875
1,7,744.79,1,0,1,21717.13,2,1,92.58178075
5,6,862.18,1,1,1,42080.48,0,1,109.164388525
2,1,594.97,0,0,0,19945.75,1,1,54.0070621
2,6,581.92,1,1,1,31671.12,0,1,87.69825195
3,5,828.86,0,1,1,32097.76,0,0,53.73234135
1,4,664.27,0,1,0,37591.87,2,1,95.0481052375
3,5,980.25,0,1,1,9111.69,2,0,55.280664925
3,3,733.35,1,1,0,23763.85,0,1,89.2781212375
1,4,793.23,0,0,0,32791.1,0,0,19.100812425
2,-1,594.82,0,1,0,34875.33,1,1,69.8372944
3,6,882.81,0,1,0,13983.82,1,1,69.89146645
1,5,993.6,0,1,0,18839.05,0,1,61.4084736
4,0,856.25,1,0,0,24394.06,2,1,88.5028569125
3,8,947.1,1,1,0,33000.41,1,0,65.6864058875
1,5,755.23,0,1,0,27605.69,1,0,55.326848775
1,4,952.53,0,1,1,21533.11,1,1,75.0788101
0,3,906.35,0,1,0,13662.8,2,0,56.4279793875
2,2,516.37,0,1,0,20040.11,2,0,66.3583386125
4,3,906.07,1,1,0,31143.81,0,0,43.836113725
1,2,828.02,0,1,1,32351.24,0,1,70.969886925
2,2,1000.18,0,1,1,19160.32,2,1,103.9414997125
3,1,940.05,0,1,1,24975.39,2,0,73.5316650875
3,3,802.81,0,0,0,25520.17,2,1,67.630147575
3,0,1175.71,1,1,1,40163.85,0,1,106.3271782
3,3,918.63,0,1,1,16998.43,3,0,64.5171467
1,5,587.69,0,1,0,20956.92,1,0,45.128771775
2,4,949.02,1,1,1,15645.13,2,1,113.5513964625
3,5,912.62,1,1,0,19487.56,2,1,118.5155517125
1,5,567.83,1,1,0,34357.78,1,0,52.0107896625
3,5,852.77,1,0,0,42164.38,1,0,53.5667342875
3,5,808.27,0,1,1,42973.79,3,1,109.0438869125
2,5,630.08,1,1,0,22784.23,0,1,76.1535498
2,5,1113.18,0,1,1,27659.79,3,0,75.16545765
3,5,785.79,1,1,1,33916.8,0,1,86.437002825
1,2,854.04,1,1,1,8560.56,0,0,48.400322175
1,5,667.43,0,1,0,16639.28,1,1,81.4810717625
0,7,478.33,0,1,1,19062.14,0,1,62.795296325
2,5,701.43,1,1,1,12857.82,0,0,45.8719525125
2,5,1000.44,0,1,0,28649.43,1,0,35.7131591625
3,4,887.57,0,1,0,23856.6,0,1,75.22248015
2,6,637.27,0,0,0,28094.45,0,1,60.7419315125
3,4,733.62,0,1,1,30381.49,2,1,93.6422882875
3,5,761.19,0,0,1,33356.46,2,0,67.1992190125
2,7,840.13,0,1,1,35397.42,2,1,95.1580301875
2,5,739.0,1,0,1,23731.51,0,0,46.0326277875
2,6,488.35,0,0,1,12436.41,1,1,72.5320197375
0,3,1024.82,0,1,1,28876.67,1,1,76.721280275
2,6,965.2,0,1,0,33363.39,1,1,93.2262204
0,5,968.65,1,1,1,47904.37,3,1,136.845268125
3,6,838.25,0,1,1,22592.39,0,1,81.4063212875
1,3,610.17,0,1,0,28660.04,1,1,66.219070875
3,7,532.29,0,1,1,20281.78,0,0,42.4332716
1,6,984.05,1,0,1,9627.81,1,0,70.6859277625
3,4,873.78,0,1,1,5565.5,0,0,37.4990295875
2,4,777.78,0,1,0,25425.08,2,1,84.95838305
2,6,705.26,1,1,0,22377.23,2,1,100.5575320625
3,3,647.53,0,1,1,33074.14,3,0,65.9093886125
2,3,952.8,0,1,1,39609.7,2,1,107.0289287625
1,6,622.23,1,1,0,27623.69,0,1,85.1078588125
1,7,970.66,0,1,1,26338.22,3,1,100.270547875
0,6,918.08,0,1,0,19449.26,0,0,28.2287154125
1,1,808.88,1,0,0,19741.17,2,1,101.7178484625
2,4,755.45,0,0,1,31312.08,2,0,66.45706055
2,8,626.27,0,1,0,4577.68,3,0,66.6575663125
2,5,563.0,0,0,0,34857.7,1,1,62.6949008375
0,6,817.24,1,1,0,23889.94,2,1,114.141541975
1,6,896.96,0,1,1,11184.97,1,1,88.5073664
3,7,874.27,0,1,0,31211.12,0,1,80.312281175
2,6,1034.24,1,1,1,7775.47,1,1,102.9695889125
1,5,898.03,1,1,0,11325.19,3,1,128.81574475
1,6,880.51,1,1,1,32511.01,2,1,123.4817204625
1,4,905.65,0,1,0,56355.95,2,0,72.124785775
3,5,646.24,1,1,1,19332.0,3,0,106.1784113875
3,7,673.25,0,0,0,20910.94,2,1,77.48351465
1,6,702.43,1,0,0,24957.63,2,1,109.3318925875
2,5,778.53,0,1,0,28011.26,0,1,58.9607433625
3,2,603.58,0,1,0,28243.32,0,0,28.0739897
3,1,1077.31,0,1,1,8382.92,1,1,81.2135657125
0,5,868.31,1,0,0,31608.86,0,0,33.9614248625
2,9,746.65,0,1,1,23299.5,2,1,102.6053289125
0,6,925.72,0,1,0,30721.85,0,0,43.5176380375
2,9,674.48,1,1,1,27319.21,2,1,113.2341459
2,6,905.64,1,1,0,28407.03,0,1,80.1550589375
0,5,999.06,0,1,0,30210.45,1,1,91.6136033
3,4,854.33,0,1,0,18918.92,3,1,98.4306371125
2,5,813.5,0,1,0,33164.3,1,1,74.5674125375
3,4,505.88,0,0,1,24826.06,3,0,77.60055405
2,4,761.86,0,1,1,7353.41,0,0,45.6187773875
2,2,767.74,1,1,0,17477.31,3,0,89.5039045
2,1,752.08,1,1,0,30477.09,1,0,68.3134603875
2,7,1025.06,1,0,1,17823.67,1,0,76.137934025
3,6,753.75,1,1,1,11728.32,4,1,137.874263625
1,5,861.68,1,1,0,35897.48,1,0,68.0280294
1,3,811.09,0,1,1,36398.05,1,0,65.3544394625
2,6,901.94,1,1,1,33624.6,2,0,86.019849675
2,9,983.6,1,1,0,26546.3,2,0,74.76768125
0,7,926.45,1,0,1,27785.45,2,1,96.7563265875
2,3,513.97,1,0,0,24447.93,2,0,60.2881069375
2,6,742.55,1,1,1,25114.88,1,0,74.990953675
3,6,767.65,0,1,0,35282.36,2,0,65.5377047875
3,5,711.94,0,1,0,18470.96,1,1,89.6127754125
3,6,847.1,1,1,0,32952.39,0,1,86.644830625
3,5,698.63,0,1,1,26337.36,1,1,91.40087495
4,4,729.31,0,1,1,10395.27,0,0,38.2499461375
1,5,1023.66,0,1,0,12826.64,1,1,90.1936703625
1,3,802.89,1,1,0,21307.33,1,1,95.73489225
1,8,841.62,1,1,0,23764.01,2,0,75.4729222125
2,5,879.25,0,0,1,12596.85,0,0,34.0989234875
2,5,367.73,0,0,0,14814.95,0,0,10.9814812125
2,3,457.71,0,1,0,10398.38,2,0,57.09947695
3,4,1025.59,0,1,1,41559.87,0,0,34.07177165
2,2,639.22,0,1,0,29826.67,1,1,70.011751775
3,5,912.02,1,1,0,33736.56,0,0,44.1280562625
3,6,1112.99,0,1,1,15430.48,0,0,55.81998475
0,10,1019.64,0,1,0,6031.98,2,1,102.4612165625
2,0,708.78,0,1,1,24223.22,2,1,86.6347623375
2,4,841.29,1,1,0,6165.27,2,0,68.3418762875
